Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win bytes forward,Init Win bytes backward,act data pkt fwd,min seg size forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Label
6,313,1,3,6.0,18.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,76677.3162939297,12779.55271565495,104.33333333333331,112.88194423083496,226.0,3.0,0.0,0.0,0.0,0.0,0.0,87.0,43.5,57.27564927611035,84.0,3.0,0,20,60,3194.8881789137376,9584.664536741211,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,3.0,7.5,6.0,6.0,1,6,3,18,34,245,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
17,20561,2,2,86.0,198.0,43.0,43.0,43.0,0.0,99.0,99.0,99.0,0.0,13812.557754973008,194.5430669714508,6853.666666666666,11866.568768322768,20556.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,40,40,97.2715334857254,97.2715334857254,43.0,99.0,65.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,81.75,43.0,99.0,2,86,2,198,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,115085380,32,32,11153.0,1752.0,2778.0,0.0,348.53125000000006,787.7438172226938,438.0,0.0,54.74999999999999,147.1727096020621,112.13413901922208,0.5561088645664636,1826752.0634920632,3830082.987856124,10010079.0,1.0,115085380.0,3712431.612903225,4819653.460822384,10030865.0,2.0,110404593.0,3561438.483870968,4876580.925498539,10030939.0,1.0,0,640,904,0.2780544322832318,0.2780544322832318,0.0,2778.0,221.00000000000003,597.497777192518,357003.59374999994,0,0,0,0,0,1,0,0,1.0,224.453125,348.53125,54.75,32,11153,32,1752,16315,876,28,20,46191.63636363637,84168.11517822262,299968.0,20743.0,9990628.545454543,64276.725808590505,10010079.0,9796827.0,0,BENIGN
6,59046512,28,25,3884.0,6236.0,995.0,0.0,138.71428571428572,276.7221975251978,2315.0,0.0,249.44000000000003,537.0305764106919,171.3903100660713,0.8975974736661837,1135509.846153846,8109117.685278498,58486230.0,1.0,59046512.0,2186907.851851852,11260067.412651757,58528383.0,1.0,59004586.0,2458524.416666667,11942873.977734188,58528069.0,1.0,0,608,524,0.4742024389179839,0.4233950347481998,0.0,2315.0,187.40740740740745,416.33814805876335,173337.45352900075,0,0,0,0,1,0,0,0,0.0,190.9433962264151,138.71428571428572,249.44,28,3884,25,6236,8192,254,24,20,272412.0,0.0,272412.0,272412.0,58486230.0,0.0,58486230.0,58486230.0,0,BENIGN
17,58236,2,2,76.0,238.0,38.0,38.0,38.0,0.0,119.0,119.0,119.0,0.0,5391.853836115118,68.686036128855,19412.0,33619.97220403372,58233.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,40,40,34.3430180644275,34.3430180644275,38.0,119.0,70.4,44.36552715791847,1968.3,0,0,0,0,0,0,0,0,1.0,88.0,38.0,119.0,2,76,2,238,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1062084,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.649270679155321,212416.8,445047.4736381503,1007418.0,1.0,3.0,3.0,0.0,3.0,3.0,1007469.0,335823.0,581618.3315706272,1007418.0,1.0,0,64,128,1.883090226385107,3.766180452770214,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,2,0,4,0,8192,29200,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,59198,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78492516639076,59198.0,0.0,59198.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,16.892462583195382,16.892462583195382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1,0,1,0,63456,32120,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,40,0,666666.6666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,2,0,0,0,288,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
17,45251,2,2,86.0,204.0,43.0,43.0,43.0,0.0,102.0,102.0,102.0,0.0,6408.69815031712,88.39583655609819,15083.666666666668,26120.480878677045,45245.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,40,64,44.19791827804909,44.19791827804909,43.0,102.0,66.6,32.3156308928048,1044.3,0,0,0,0,0,0,0,0,1.0,83.25,43.0,102.0,2,86,2,204,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,20626,2,2,64.0,256.0,32.0,32.0,32.0,0.0,128.0,128.0,128.0,0.0,15514.399301852032,193.9299912731504,6875.333333333334,11903.230499882511,20620.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,40,40,96.9649956365752,96.9649956365752,32.0,128.0,70.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,88.0,32.0,128.0,2,64,2,256,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,35584,3,2,82.0,12.0,38.0,6.0,27.333333333333336,18.475208614068023,6.0,6.0,6.0,0.0,2641.6366906474823,140.51258992805757,8896.0,17681.491207851595,35418.0,2.0,35584.0,17792.0,25158.85927461736,35582.0,2.0,3.0,3.0,0.0,3.0,3.0,0,60,40,84.30755395683454,56.20503597122303,6.0,38.0,22.0,17.527121840165314,307.2,0,0,1,0,0,1,0,0,0.0,26.4,27.33333333333333,6.0,3,82,2,12,247,0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
17,20806,2,2,76.0,188.0,38.0,38.0,38.0,0.0,94.0,94.0,94.0,0.0,12688.647505527251,192.25223493223103,6935.333333333334,12007.153548336646,20800.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,40,40,96.12611746611552,96.12611746611552,38.0,94.0,60.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,75.5,38.0,94.0,2,76,2,188,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,55958,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.48218306587083,18652.666666666668,20530.23269067677,40651.0,2.0,0.0,0.0,0.0,0.0,0.0,15307.0,7653.5,10820.855072497738,15305.0,2.0,0,20,60,17.870545766467707,53.61163729940312,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,3.0,0.0,0.0,0.0,1,0,3,0,256,1892,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
0,109173012,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0915977292996184,12130334.666666664,15420914.70984617,34492814.0,2.0,109173012.0,12130334.666666664,15420914.70984617,34492814.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0915977292996184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,0,0,0,-1,-1,0,0,2.0,0.0,2.0,2.0,27293250.5,9074799.623348808,34492814.0,14008502.0,0,BENIGN
6,2570,4,0,123.0,0.0,46.0,0.0,30.75,21.68524844220144,0.0,0.0,0.0,0.0,47859.92217898833,1556.4202334630352,856.6666666666667,1480.3260902022002,2566.0,2.0,2570.0,856.6666666666667,1480.3260902022002,2566.0,2.0,0.0,0.0,0.0,0.0,0.0,0,80,0,1556.4202334630352,0.0,0.0,46.0,33.8,19.979989989987484,399.2,0,0,1,0,0,1,0,0,0.0,42.25,30.75,0.0,4,123,0,0,16254,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,499534,4,0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,48.04477773284702,8.007462955474503,166511.33333333337,288404.357318563,499532.0,1.0,499534.0,166511.33333333337,288404.357318563,499532.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,8.007462955474503,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,7.5,6.0,0.0,4,24,0,0,3799,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,40908,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.89019262735895,40908.0,0.0,40908.0,40908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,24.445096313679475,24.445096313679475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1,0,1,0,16560,238,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,20,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,10.0,12.727922061357855,19.0,1.0,20.0,10.0,12.727922061357855,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0,60,0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,3,0,0,0,257,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,4,3,0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4500000.0,750000.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,60,0,750000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,8.0,6.0,0.0,3,18,0,0,259,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,2182704,36,45,10744.0,7600.0,1707.0,0.0,298.4444444444445,485.0024120378576,2525.0,0.0,168.88888888888874,449.3533850395083,8404.2545393237,37.109933367052975,27283.8,188502.08631390176,1686653.0,0.0,2141653.0,61190.08571428571,298203.5762053649,1770333.0,0.0,2141364.0,48667.36363636363,259794.50713942785,1728191.0,0.0,0,1168,1456,16.49330371869021,20.616629648362764,0.0,2525.0,223.7073170731708,464.86059208031,216095.3700692564,0,0,0,0,1,0,0,0,1.0,226.4691358024692,298.4444444444445,168.88888888888889,36,10744,45,7600,29200,286,24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,28022,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.37249304118193,28022.0,0.0,28022.0,28022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,35.68624652059096,35.68624652059096,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1,0,1,0,256,300,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,414,4,0,129.0,0.0,46.0,6.0,32.25,18.87458608817688,0.0,0.0,0.0,0.0,311594.2028985507,9661.835748792271,138.0,235.5610324310878,410.0,1.0,414.0,138.0,235.5610324310878,410.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,9661.835748792271,0.0,6.0,46.0,35.0,17.464249196572982,305.0,0,0,1,0,0,1,0,0,0.0,43.75,32.25,0.0,4,129,0,0,257,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,117262125,26,23,1834.0,7644.0,517.0,0.0,70.53846153846152,140.92813225732633,2860.0,0.0,332.34782608695656,686.5593140432986,80.82746240527365,0.4178672354777811,2442960.937500001,11750350.024916798,58578335.0,1.0,117262125.0,4690485.0,16106198.662456969,58578335.0,1.0,117012750.0,5318761.363636363,17185613.578919895,58748996.0,1.0,0,544,484,0.2217254718861696,0.1961417635916116,0.0,2860.0,189.56,489.4750274007649,239585.8024489795,0,0,0,0,1,0,0,0,0.0,193.42857142857144,70.53846153846153,332.3478260869565,26,1834,23,7644,8192,246,12,20,302451.5,75040.29293985997,355513.0,249390.0,58203916.0,529508.4278101719,58578335.0,57829497.0,0,BENIGN
6,1446339,3,5,4359.0,18.0,1460.0,1439.0,1453.0,12.12435565298214,6.0,0.0,3.6,3.286335345030997,3026.261478118201,5.53120672262865,206619.8571428572,546554.5222319022,1446089.0,1.0,1446096.0,723048.0,1022538.630992492,1446092.0,4.0,1446337.0,361584.25,723045.1715909019,1446152.0,1.0,0,60,124,2.074202520985744,3.457004201642907,0.0,1460.0,646.2222222222222,762.0959220757218,580790.1944444445,0,0,1,0,0,1,1,0,1.0,727.0,1453.0,3.6,3,4359,5,18,31,1441,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,80629847,26,24,1760.0,2820.0,436.0,0.0,67.69230769230771,160.15761467523652,705.0,0.0,117.5,268.3889131384755,56.80278669014466,0.6201177586260334,1645507.081632653,3722211.6938154288,10014142.0,1.0,80597528.0,3223901.12,4754125.972936802,10046463.0,1.0,80588816.0,3503861.565217392,4882741.5593054965,10047515.0,1.0,0,544,696,0.3224612344855374,0.297656524140496,0.0,705.0,89.80392156862743,216.20351704889936,46743.96078431373,0,0,0,0,1,0,0,0,0.0,91.6,67.69230769230771,117.5,26,1760,24,2820,8192,246,20,20,89677.5,162255.35794102895,491239.0,32247.0,9985013.25,70047.08095427165,10014142.0,9812531.0,0,BENIGN
17,20863,2,2,92.0,170.0,46.0,46.0,46.0,0.0,85.0,85.0,85.0,0.0,12558.117241048749,191.7269807793702,6954.333333333334,12043.52661529559,20861.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,40,40,95.8634903896851,95.8634903896851,46.0,85.0,61.6,21.36117974270148,456.3,0,0,0,0,0,0,0,0,1.0,77.0,46.0,85.0,2,92,2,170,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,44804,2,2,74.0,186.0,37.0,37.0,37.0,0.0,93.0,93.0,93.0,0.0,5803.053298812606,89.27774305865549,14934.666666666668,25865.003389393423,44801.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,64,40,44.638871529327744,44.638871529327744,37.0,93.0,59.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,74.25,37.0,93.0,2,74,2,186,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,90542,3,3,101.0,31.0,35.0,31.0,33.666666666666664,2.309401076758503,31.0,0.0,10.333333333333332,17.8978583448784,1457.8869474939806,66.26758852245366,18108.4,40271.70752277584,90148.0,2.0,392.0,196.0,274.35743110038044,390.0,2.0,90540.0,45270.0,64018.619541505264,90538.0,2.0,0,60,60,33.13379426122683,33.13379426122683,0.0,35.0,23.28571428571429,16.007438746973087,256.23809523809524,0,0,1,0,0,1,0,0,1.0,27.16666666666667,33.666666666666664,10.333333333333334,3,101,3,31,119,119,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,21111,2,2,86.0,204.0,43.0,43.0,43.0,0.0,102.0,102.0,102.0,0.0,13736.914404812656,189.4746814456918,7037.0,12184.111416102529,21106.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,64,64,94.7373407228459,94.7373407228459,43.0,102.0,66.6,32.3156308928048,1044.3,0,0,0,0,0,0,0,0,1.0,83.25,43.0,102.0,2,86,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,21035,2,2,88.0,120.0,44.0,44.0,44.0,0.0,60.0,60.0,60.0,0.0,9888.2814357024,190.1592583788923,7011.666666666666,12141.9648464873,21032.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,64,64,95.07962918944617,95.07962918944617,44.0,60.0,50.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,63.0,44.0,60.0,2,88,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,9.0,6.0,0.0,2,12,0,0,255,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,1,2,0,30.0,0.0,24.0,6.0,15.0,12.727922061357855,0.0,0.0,0.0,0.0,30000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,6.0,24.0,18.0,10.392304845413264,108.0,0,0,1,0,0,1,0,0,0.0,27.0,15.0,0.0,2,30,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1,2,0,37.0,0.0,31.0,6.0,18.5,17.677669529663692,0.0,0.0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,6.0,31.0,22.666666666666664,14.433756729740644,208.3333333333333,0,0,1,0,0,1,0,0,0.0,34.0,18.5,0.0,2,37,0,0,16487,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,117337152,38,41,5322.0,22138.0,1698.0,0.0,140.05263157894728,390.8122482359861,2860.0,0.0,539.9512195121952,851.2533392363142,234.0264744111055,0.6732735425519788,1504322.4615384613,9264900.74401773,58715616.0,0.0,117337152.0,3171274.3783783787,13357862.40164386,58797141.0,1.0,117295836.0,2932395.8999999994,12861927.78036199,58756718.0,1.0,0,832,844,0.3238530964174075,0.3494204461345712,0.0,2860.0,343.25,692.7254100080969,479868.493670886,0,0,0,0,1,0,0,0,1.0,347.5949367088608,140.05263157894734,539.9512195121952,38,5322,41,22138,8192,268,16,20,278635.5,7811.408611767791,284159.0,273112.0,58247422.0,662126.3046217088,58715616.0,57779228.0,0,BENIGN
17,20714,2,2,86.0,242.0,43.0,43.0,43.0,0.0,121.0,121.0,121.0,0.0,15834.701168291977,193.10611180843875,6904.666666666666,11954.0373235712,20708.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,40,40,96.55305590421936,96.55305590421936,43.0,121.0,74.2,42.72235948540296,1825.2,0,0,0,0,0,0,0,0,1.0,92.75,43.0,121.0,2,86,2,242,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
